ID Cliente,Cliente,Idade,Telefone,Estado,DataCompra,Produto,Preço,Unidades,ValorCompra
793,Lívia Fogaça,38,(95) 74296236,Roraima,2024-12-09,Estatueta,350.1,10,3501.0
794,Maria Marques,21,(18) 75446894,São Paulo,2024-12-02,Teclado,49.9,10,499.0
795,Carolina Freitas,25,(74) 97757902,Bahia,2024-12-20,conjunto de dados RPG,30.5,10,305.0
796,Nicolas da Costa,23,(44) 56705214,Paraná,2024-12-01,Jogo de Festa,62.4,6,374.4
797,Catarina Alves,41,(63) 85401226,Tocantins,2024-12-06,Action Figure,180.5,10,1805.0
798,Ágatha da Rosa,30,(94) 85635603,Pará,2024-12-07,Mouse,39.9,3,119.7
799,Fernanda Moura,35,(94) 51170384,Pará,2024-12-30,Livro,59.9,2,119.8
800,Heitor Costela,41,(89) 79256308,Piauí,2024-12-05,Poster,45.5,2,91.0
801,Leandro Gonçalves,46,(91) 59930761,Pará,2024-12-11,Peruca,39.9,9,359.1
802,Ravy Cirino,41,(85) 55932699,Ceará,2024-12-23,Mangá,36.9,8,295.2
803,Maya Câmara,46,(44) 22763244,Paraná,2024-12-21,Jogos para PC,99.9,9,899.1
804,Gael Henrique Rezende,28,(42) 34062778,Santa Catarina,2024-12-25,Jogo de Cartas,29.5,3,88.5
805,Thales Sousa,33,(31) 86802428,Minas Gerais,2024-12-30,Quadro Decorativo,39.6,7,277.2
806,Murilo Nascimento,29,(95) 52820073,Roraima,2024-12-15,Jogos para PC,99.9,8,799.2
807,Beatriz Moura,42,(82) 84096886,Alagoas,2024-12-02,Coleção de Figurinhas,91.9,2,183.8
808,José Pedro Souza,36,(22) 91475791,Rio de Janeiro,2024-12-15,Luminária personalizada,250.1,7,1750.7
809,Benício Castro,44,(81) 47379273,Pernambuco,2024-12-18,Acessórios e adereços,27.8,3,83.4
810,Elisa Souza,42,(84) 72985767,Rio Grande do Norte,2024-12-10,Graphic Novel,49.9,6,299.4
811,Anthony Barros,35,(77) 28688516,Bahia,2024-12-11,Jogo de Cartas,29.5,9,265.5
812,Raquel Vieira,32,(71) 24588266,Bahia,2024-12-11,Acessórios e adereços,27.8,3,83.4
813,Apollo Machado,45,(97) 22317924,Amazonas,2024-12-03,Jogo de Estratégia,98.7,3,296.1
814,Hadassa da Conceição,36,(95) 63305124,Roraima,2024-12-12,Caneca Personalizada,29.9,8,239.2
815,Danilo da Cunha,26,(52) 68980489,Goiás,2024-12-28,Moletom,98.9,3,296.7
816,Kamilly Lima,29,(38) 11273175,Minas Gerais,2024-12-16,Máscara,49.9,10,499.0
817,Mariane Vieira,45,(49) 96076614,Santa Catarina,2024-12-14,Jogo de Estratégia,98.7,2,197.4
818,Ravi Borges,48,(52) 27586276,Goiás,2024-12-10,Máscara,49.9,2,99.8
819,Antony Duarte,39,(95) 59996755,Roraima,2024-12-19,Teclado,49.9,7,349.3
820,Sofia Novais,44,(68) 73900057,Acre,2024-12-13,Acessório para Jogo,89.9,6,539.4
821,Henrique Albuquerque,49,(94) 16684622,Pará,2024-12-06,conjunto de dados RPG,30.5,6,183.0
822,Joana Borges,28,(93) 14047465,Pará,2024-12-25,chaveiro,10.75,9,96.75
823,Allana Moura,27,(75) 48973667,Bahia,2024-12-17,Poster,45.5,6,273.0
824,João Gabriel da Cunha,46,(99) 31669612,Maranhão,2024-12-05,Poster,45.5,4,182.0
825,Matheus Rios,18,(95) 19174368,Roraima,2024-12-09,Moletom,98.9,5,494.5
826,Heloisa Nascimento,42,(28) 89791581,Espírito Santo,2024-12-06,Poster,45.5,2,91.0
827,Theo Pastor,33,(86) 39375805,Piauí,2024-12-24,Livro,59.9,3,179.7
828,Yuri Pinto,23,(31) 93736029,Minas Gerais,2024-12-31,Quadrinho,34.9,3,104.7
829,Luísa Cardoso,19,(97) 25118230,Amazonas,2024-12-17,Jogo de Estratégia,98.7,8,789.6
830,Theodoro Cardoso,25,(77) 22659678,Bahia,2024-12-30,Boné,39.9,2,79.8
831,Ana Sophia Mendes,30,(52) 93424282,Goiás,2024-12-12,Peruca,39.9,9,359.1
832,Ana Laura Teixeira,24,(82) 50606381,Alagoas,2024-12-06,Jogos para PC,99.9,7,699.3
833,João Miguel Silveira,20,(62) 55860549,Goiás,2024-12-23,Jogos para PC,99.9,4,399.6
834,Ryan Cavalcante,38,(53) 36913533,Distrito Federal,2024-12-30,Boné,39.9,4,159.6
835,Theo da Conceição,43,(66) 43962755,Mato Grosso,2024-12-20,Caneca Personalizada,29.9,2,59.8
836,Ravi Vieira,50,(21) 96414293,Rio de Janeiro,2024-12-27,Jogo de Cartas,29.5,8,236.0
837,Gabriela Câmara,40,(98) 32603381,Maranhão,2024-12-23,Adesivo de Parede,24.9,1,24.9
838,Kevin Peixoto,20,(11) 78129963,São Paulo,2024-12-24,Poster,45.5,5,227.5
839,Isabelly Fonseca,18,(92) 19849554,Amazonas,2024-12-30,Moletom,98.9,2,197.8
840,Emilly Siqueira,34,(16) 48161310,São Paulo,2024-12-08,Jogo de Estratégia,98.7,1,98.7
841,Ian Barros,34,(93) 74358938,Pará,2024-12-13,Quadro Decorativo,39.6,9,356.4
842,Vitor Hugo Mendes,32,(89) 45462612,Piauí,2024-12-24,Action Figure,180.5,4,722.0
843,Kamilly Oliveira,27,(28) 52336508,Espírito Santo,2024-12-02,Console clássico,999.9,2,1999.8
844,Sarah Carvalho,18,(43) 63951120,Paraná,2024-12-11,Moletom,98.9,7,692.3
845,Juliana Pereira,31,(49) 90308785,Santa Catarina,2024-12-28,Pendrive,34.9,8,279.2
846,Breno Fogaça,44,(27) 90780348,Espírito Santo,2024-12-12,pijama,85.9,2,171.8
847,Guilherme Mendes,42,(38) 88151913,Minas Gerais,2024-12-01,Console clássico,999.9,1,999.9
848,Emanuel Rios,18,(83) 20085830,Paraíba,2024-12-08,Jogo de Cartas,29.5,1,29.5
849,Samuel Gomes,18,(85) 26077597,Ceará,2024-12-29,Peruca,39.9,1,39.9
850,Maria Flor Ramos,34,(48) 29152067,Santa Catarina,2024-12-05,Caneca Personalizada,29.9,5,149.5
851,Eloah Alves,21,(41) 95436623,Paraná,2024-12-28,Jogo de Festa,62.4,9,561.6
852,Bárbara Gomes,28,(81) 44853562,Pernambuco,2024-12-10,Teclado,49.9,7,349.3
853,Ana Laura Cassiano,30,(14) 43066457,São Paulo,2024-12-24,Máscara,49.9,3,149.7
854,Eloá Sampaio,45,(77) 78156522,Bahia,2024-12-02,Quadro Decorativo,39.6,8,316.8
855,Gael Henrique Aparecida,19,(92) 83945355,Amazonas,2024-12-16,Jogo para Console,109.9,10,1099.0
856,Aurora Azevedo,48,(85) 41485970,Ceará,2024-12-30,Coleção de Figurinhas,91.9,9,827.1
857,Hellena Casa Grande,42,(74) 34009728,Bahia,2024-12-28,Boné,39.9,9,359.1
858,Joaquim Freitas,26,(79) 66418212,Sergipe,2024-12-02,Jogos para PC,99.9,3,299.7
859,Pietra Pacheco,50,(96) 63196370,Amapá,2024-12-30,Quadrinho,34.9,9,314.1
860,Caleb Vargas,39,(43) 65114488,Paraná,2024-12-19,Moletom,98.9,2,197.8
861,Luísa Silva,49,(42) 20825768,Santa Catarina,2024-12-24,Acessório para Jogo,89.9,2,179.8
862,Ana Clara Fonseca,39,(93) 22614132,Pará,2024-12-29,Copo Térmico,39.9,5,199.5
863,Lavínia Guerra,35,(82) 83210394,Alagoas,2024-12-21,Jogo para Console,109.9,2,219.8
864,Vinicius Borges,28,(44) 93189291,Paraná,2024-12-13,Pendrive,34.9,5,174.5
865,Luiza Pimenta,19,(93) 33098004,Pará,2024-12-10,Peruca,39.9,2,79.8
866,Maria Liz Guerra,45,(94) 83909462,Pará,2024-12-26,Jogo para Console,109.9,4,439.6
867,Luiz Miguel Garcia,23,(24) 35920899,Rio de Janeiro,2024-12-01,Acessório para Jogo,89.9,1,89.9
868,Maria Sophia Camargo,41,(86) 86317397,Piauí,2024-12-23,Funko Pop,80.5,4,322.0
869,Ana Cecília Souza,46,(42) 58550295,Santa Catarina,2024-12-17,chaveiro,10.75,1,10.75
870,Bruna da Cunha,37,(62) 33507832,Goiás,2024-12-16,Jogos para PC,99.9,10,999.0
871,Isadora Borges,33,(62) 90298892,Goiás,2024-12-23,Livro,59.9,4,239.6
872,Joaquim Pacheco,26,(35) 93860764,Minas Gerais,2024-12-05,Funko Pop,80.5,2,161.0
873,Ayla Costa,48,(92) 81671755,Amazonas,2024-12-28,Copo Térmico,39.9,10,399.0
874,Jade Guerra,46,(43) 41318798,Paraná,2024-12-07,Camisa Temática,44.9,5,224.5
875,Lucca Fogaça,47,(64) 99392765,Goiás,2024-12-11,Luminária personalizada,250.1,10,2501.0
876,Juan Fogaça,49,(46) 79669323,Paraná,2024-12-31,conjunto de dados RPG,30.5,4,122.0
877,Stephany Vasconcelos,39,(52) 17573144,Goiás,2024-12-27,Estatueta,350.1,10,3501.0
878,Anthony Siqueira,29,(66) 32932898,Mato Grosso,2024-12-18,Camisa Temática,44.9,9,404.1
879,Theodoro Rios,21,(24) 52966002,Rio de Janeiro,2024-12-25,Livro,59.9,9,539.1
880,Maria das Neves,40,(63) 71306512,Tocantins,2024-12-21,Moletom,98.9,8,791.2
881,Nathan Macedo,35,(31) 50442467,Minas Gerais,2024-12-21,Pendrive,34.9,10,349.0
882,Miguel Novaes,30,(79) 49335033,Sergipe,2024-12-13,Mouse,39.9,7,279.3
883,Lucca Abreu,46,(99) 73628007,Maranhão,2024-12-12,Camisa Temática,44.9,5,224.5
884,Lorenzo Abreu,46,(64) 13182968,Goiás,2024-12-07,pijama,85.9,7,601.3
885,Maya Moreira,47,(24) 83035941,Rio de Janeiro,2024-12-20,chaveiro,10.75,2,21.5
886,Jade Rodrigues,34,(35) 68123736,Minas Gerais,2024-12-14,Acessórios e adereços,27.8,1,27.8
887,Maria Liz Novais,20,(19) 82449313,São Paulo,2024-12-11,Estatueta,350.1,6,2100.6
888,Benjamim Sousa,44,(47) 23324427,Santa Catarina,2024-12-22,Moletom,98.9,3,296.7
889,Olivia da Conceição,40,(15) 83000914,São Paulo,2024-12-11,Acessório para Jogo,89.9,1,89.9
890,Ana Cecília Pacheco,21,(11) 34220016,São Paulo,2024-12-01,Teclado,49.9,3,149.7
891,Yan Fernandes,43,(37) 81847284,Minas Gerais,2024-12-17,Console Portátil,350.9,3,1052.7
892,Vitor Gabriel Leão,25,(21) 71662364,Rio de Janeiro,2024-12-19,Máscara,49.9,7,349.3
893,Henrique Cardoso,29,(98) 37442906,Maranhão,2024-12-23,Coleção de Figurinhas,91.9,7,643.3
894,Maitê Câmara,31,(45) 92166422,Paraná,2024-12-23,Pendrive,34.9,8,279.2
895,Vinicius Teixeira,46,(17) 54920622,São Paulo,2024-12-15,pijama,85.9,10,859.0
896,Joaquim Silva,48,(61) 83314870,Distrito Federal,2024-12-04,Acessórios e adereços,27.8,4,111.2
897,Danilo Aparecida,18,(67) 55853838,Mato Grosso do Sul,2024-12-03,Moletom,98.9,7,692.3
898,Sabrina Martins,23,(37) 41357050,Minas Gerais,2024-12-27,Mangá,36.9,1,36.9
899,Ana Liz Rezende,23,(21) 85663442,Rio de Janeiro,2024-12-25,Quadro Decorativo,39.6,8,316.8
900,Rhavi Nunes,23,(87) 32418942,Pernambuco,2024-12-23,Mangá,36.9,3,110.7
901,Davi Garcia,32,(63) 97182016,Tocantins,2024-12-02,Estatueta,350.1,8,2800.8
902,Benjamin Gonçalves,45,(46) 46128733,Paraná,2024-12-30,Luminária personalizada,250.1,2,500.2
903,Ana Júlia Santos,34,(33) 10389041,Minas Gerais,2024-12-13,Adesivo de Parede,24.9,4,99.6
904,Lorenzo Aparecida,47,(63) 91130134,Tocantins,2024-12-21,Adesivo de Parede,24.9,3,74.7
905,Luiz Miguel Sá,26,(31) 12733123,Minas Gerais,2024-12-21,Jogos para PC,99.9,2,199.8
906,Ana Laura Novais,38,(65) 99025488,Mato Grosso,2024-12-14,Teclado,49.9,10,499.0
907,Luan Leão,35,(44) 58206857,Paraná,2024-12-09,Coleção de Figurinhas,91.9,2,183.8
908,Ana Carolina Fonseca,43,(35) 26484812,Minas Gerais,2024-12-29,Mangá,36.9,7,258.3
909,Theo Moura,19,(61) 19374242,Distrito Federal,2024-12-10,Camisa Temática,44.9,9,404.1
910,Isabelly Viana,44,(71) 96385493,Bahia,2024-12-10,Jogos para PC,99.9,7,699.3
911,Catarina Caldeira,37,(68) 60326011,Acre,2024-12-25,Boné,39.9,5,199.5
912,Yan Costa,19,(35) 20016609,Minas Gerais,2024-12-23,Mouse,39.9,9,359.1
913,Yago Fonseca,24,(74) 86861385,Bahia,2024-12-13,Fantasia,112.5,1,112.5
914,Mathias Pimenta,27,(87) 27901432,Pernambuco,2024-12-11,Console clássico,999.9,4,3999.6
915,Larissa Souza,30,(27) 91584495,Espírito Santo,2024-12-15,Poster,45.5,3,136.5
916,Matteo Casa Grande,37,(61) 44196928,Distrito Federal,2024-12-26,Pendrive,34.9,2,69.8
917,Sarah Correia,36,(65) 57724450,Mato Grosso,2024-12-18,Quadrinho,34.9,2,69.8
918,Antony Novaes,42,(66) 27098856,Mato Grosso,2024-12-25,Moletom,98.9,4,395.6
919,Bella Lopes,40,(12) 96479092,São Paulo,2024-12-31,Jogo de Cartas,29.5,4,118.0
920,Maria Alice Siqueira,25,(63) 40985382,Tocantins,2024-12-06,chaveiro,10.75,6,64.5
921,Bernardo Marques,30,(28) 77238569,Espírito Santo,2024-12-06,Copo Térmico,39.9,5,199.5
922,Ana Vitória Porto,22,(45) 66840421,Paraná,2024-12-08,Boné,39.9,5,199.5
923,Sabrina Casa Grande,27,(88) 36872366,Ceará,2024-12-19,Graphic Novel,49.9,2,99.8
924,Noah Silveira,30,(46) 42312004,Paraná,2024-12-31,Action Figure,180.5,5,902.5
925,Francisco Pastor,27,(53) 98426877,Distrito Federal,2024-12-06,Moletom,98.9,6,593.4
926,Clara Rezende,42,(42) 94249038,Santa Catarina,2024-12-31,Jogo para Console,109.9,8,879.2
927,Rael Teixeira,50,(93) 59708970,Pará,2024-12-18,Estatueta,350.1,4,1400.4
928,Ágatha Pastor,23,(84) 55840418,Rio Grande do Norte,2024-12-23,Acessório para Jogo,89.9,3,269.7
929,Esther Ramos,26,(81) 59946807,Pernambuco,2024-12-07,Copo Térmico,39.9,4,159.6
930,Joana Garcia,35,(14) 87908761,São Paulo,2024-12-07,Quadrinho,34.9,10,349.0
931,Sofia Castro,35,(99) 23839894,Maranhão,2024-12-27,Console clássico,999.9,6,5999.4
932,Cauã da Costa,27,(43) 78218226,Paraná,2024-12-31,Mouse,39.9,10,399.0
933,Sarah Montenegro,47,(19) 46288474,São Paulo,2024-12-17,Teclado,49.9,10,499.0
934,Maria Luiza Cardoso,43,(35) 91010309,Minas Gerais,2024-12-26,Livro,59.9,3,179.7
935,Gael Nunes,35,(67) 79840851,Mato Grosso do Sul,2024-12-21,Console clássico,999.9,7,6999.3
936,Caroline Santos,38,(17) 83974486,São Paulo,2024-12-06,Boné,39.9,5,199.5
937,Lucas Gabriel da Cruz,30,(81) 48893074,Pernambuco,2024-12-21,Jogo de Pratos e Talheres Temático,19.9,8,159.2
938,Gael Henrique Siqueira,29,(17) 48111826,São Paulo,2024-12-26,Adesivo de Parede,24.9,4,99.6
939,Ana Nogueira,39,(43) 98525527,Paraná,2024-12-21,Poster,45.5,3,136.5
940,Carlos Eduardo Montenegro,36,(16) 23263766,São Paulo,2024-12-15,Peruca,39.9,3,119.7
941,Ana Carolina Gonçalves,23,(15) 96739910,São Paulo,2024-12-13,Console clássico,999.9,10,9999.0
942,Melina Cavalcanti,33,(61) 95842450,Distrito Federal,2024-12-05,Pendrive,34.9,8,279.2
943,Vitor Gabriel Lopes,39,(21) 22132573,Rio de Janeiro,2024-12-24,pijama,85.9,2,171.8
944,Pietro Marques,18,(45) 70753028,Paraná,2024-12-08,Jogo de Estratégia,98.7,4,394.8
945,Alice Lopes,34,(95) 18631065,Roraima,2024-12-20,Jogo de Cartas,29.5,7,206.5
946,Emanuel da Rocha,49,(65) 79744030,Mato Grosso,2024-12-22,chaveiro,10.75,1,10.75
947,Carlos Eduardo Albuquerque,48,(43) 28382898,Paraná,2024-12-01,Mangá,36.9,6,221.4
948,Valentina Rezende,30,(52) 13681159,Goiás,2024-12-26,Console clássico,999.9,9,8999.1
949,Sofia Fernandes,21,(95) 44579090,Roraima,2024-12-12,Coleção de Figurinhas,91.9,1,91.9
950,André Pereira,32,(91) 20458069,Pará,2024-12-02,Acessórios e adereços,27.8,4,111.2
951,Bruna Vieira,46,(73) 44614094,Bahia,2024-12-06,Console Portátil,350.9,8,2807.2
952,Clarice Vieira,29,(41) 90693570,Paraná,2024-12-02,Console clássico,999.9,3,2999.7
953,Danilo Fonseca,40,(21) 47378005,Rio de Janeiro,2024-12-01,Acessório para Jogo,89.9,8,719.2
954,Mateus Montenegro,27,(98) 87989833,Maranhão,2024-12-19,Caneca Personalizada,29.9,8,239.2
955,Vitor Hugo Marques,32,(46) 80656403,Paraná,2024-12-25,Mangá,36.9,6,221.4
956,José Farias,39,(13) 69311624,São Paulo,2024-12-25,Peruca,39.9,7,279.3
957,Brayan Mendes,29,(35) 33977137,Minas Gerais,2024-12-28,pijama,85.9,7,601.3
958,Theo Câmara,26,(73) 91153993,Bahia,2024-12-31,Jogos para PC,99.9,8,799.2
959,Mirella Macedo,27,(79) 22787728,Sergipe,2024-12-29,pijama,85.9,5,429.5
960,Enzo Almeida,32,(77) 93514549,Bahia,2024-12-06,Jogo de Pratos e Talheres Temático,19.9,7,139.3
961,João Felipe Rocha,42,(83) 40035880,Paraíba,2024-12-26,Acessório para Jogo,89.9,7,629.3
962,Davi Vargas,36,(64) 88127304,Goiás,2024-12-16,Caneca Personalizada,29.9,1,29.9
963,Bianca da Mota,41,(91) 20291054,Pará,2024-12-08,Fantasia,112.5,1,112.5
964,Thiago da Mata,27,(61) 44458447,Distrito Federal,2024-12-04,Fantasia,112.5,6,675.0
965,Maria Luiza Macedo,28,(34) 11236733,Minas Gerais,2024-12-29,Adesivo de Parede,24.9,6,149.4
966,Júlia Cardoso,20,(38) 24161772,Minas Gerais,2024-12-14,Moletom,98.9,7,692.3
967,Isaac Ribeiro,33,(31) 66619230,Minas Gerais,2024-12-07,Action Figure,180.5,5,902.5
968,Anthony Brito,23,(33) 63436185,Minas Gerais,2024-12-22,Teclado,49.9,4,199.6
969,Pedro Lucas Gomes,34,(48) 49716251,Santa Catarina,2024-12-26,Copo Térmico,39.9,7,279.3
970,Arthur Gabriel Borges,24,(65) 41822579,Mato Grosso,2024-12-30,Copo Térmico,39.9,10,399.0
971,Breno Araújo,18,(84) 77385509,Rio Grande do Norte,2024-12-02,Copo Térmico,39.9,9,359.1
972,João Felipe Albuquerque,22,(68) 72483848,Acre,2024-12-19,Máscara,49.9,6,299.4
973,Léo Jesus,33,(65) 60131088,Mato Grosso,2024-12-08,Funko Pop,80.5,8,644.0
974,Ana Sophia Rios,41,(11) 48316630,São Paulo,2024-12-05,chaveiro,10.75,4,43.0
975,Dante Moraes,26,(11) 23488397,São Paulo,2024-12-05,Funko Pop,80.5,10,805.0
976,Natália Campos,19,(67) 34009908,Mato Grosso do Sul,2024-12-15,Camisa Temática,44.9,1,44.9
977,João Guilherme Novaes,36,(64) 78605544,Goiás,2024-12-03,chaveiro,10.75,10,107.5
978,Brenda Melo,34,(61) 47480742,Distrito Federal,2024-12-31,chaveiro,10.75,6,64.5
979,Daniela Guerra,37,(51) 92778300,Mato Grosso,2024-12-28,conjunto de dados RPG,30.5,10,305.0
980,Leonardo Rezende,40,(53) 18534584,Distrito Federal,2024-12-31,chaveiro,10.75,5,53.75
981,Maria Sophia Araújo,24,(47) 65026359,Santa Catarina,2024-12-22,Jogo de Estratégia,98.7,6,592.2
982,Stella da Cruz,36,(97) 52267810,Amazonas,2024-12-20,Console clássico,999.9,3,2999.7
983,Maria Eduarda da Conceição,30,(48) 33778290,Santa Catarina,2024-12-09,pijama,85.9,7,601.3
984,João Lucas Jesus,42,(12) 57626282,São Paulo,2024-12-21,Acessório para Jogo,89.9,9,809.1
985,Bryan das Neves,49,(13) 52529697,São Paulo,2024-12-31,pijama,85.9,2,171.8
986,Lunna Mendes,22,(96) 40738045,Amapá,2024-12-19,Adesivo de Parede,24.9,6,149.4
987,Davi Fernandes,40,(66) 33787846,Mato Grosso,2024-12-10,Mangá,36.9,8,295.2
988,Lucca Sales,40,(99) 59492628,Maranhão,2024-12-27,Boné,39.9,4,159.6
989,Manuella Abreu,20,(43) 27768949,Paraná,2024-12-10,Fantasia,112.5,4,450.0
990,Ana Clara Sá,36,(96) 91497456,Amapá,2024-12-21,Action Figure,180.5,9,1624.5
991,Lucas Gabriel Pinto,39,(46) 35489197,Paraná,2024-12-19,Mangá,36.9,4,147.6
992,Antonella Borges,20,(68) 52532091,Acre,2024-12-28,Estatueta,350.1,6,2100.6
993,Yuri Souza,22,(12) 44355342,São Paulo,2024-12-06,chaveiro,10.75,3,32.25
994,Bryan Pinto,34,(34) 42031174,Minas Gerais,2024-12-02,Luminária personalizada,250.1,3,750.3
995,Léo Oliveira,32,(19) 57094193,São Paulo,2024-12-10,Moletom,98.9,6,593.4
996,Lara Machado,49,(19) 21760171,São Paulo,2024-12-04,conjunto de dados RPG,30.5,10,305.0
997,Maria Luísa Aparecida,26,(31) 55463634,Minas Gerais,2024-12-10,Console Portátil,350.9,9,3158.1
998,Raquel Sousa,27,(96) 45069974,Amapá,2024-12-28,Copo Térmico,39.9,3,119.7
999,Manuella Farias,28,(41) 56415808,Paraná,2024-12-23,Acessórios e adereços,27.8,3,83.4
1000,Agatha da Rocha,19,(97) 47943316,Amazonas,2024-12-20,Coleção de Figurinhas,91.9,10,919.0
1001,Gael Henrique Vargas,23,(49) 12327389,Santa Catarina,2024-12-17,Pendrive,34.9,2,69.8
1002,Alexia Camargo,26,(12) 29593399,São Paulo,2024-12-26,pijama,85.9,4,343.6
1003,Joana Casa Grande,32,(45) 26552657,Paraná,2024-12-30,Jogo de Festa,62.4,10,624.0
1004,Pietro Garcia,21,(77) 92341271,Bahia,2024-12-28,Graphic Novel,49.9,4,199.6
1005,Matteo da Cunha,47,(97) 88932377,Amazonas,2024-12-13,Camisa Temática,44.9,2,89.8
1006,João Pedro Farias,45,(49) 56815433,Santa Catarina,2024-12-14,Console clássico,999.9,6,5999.4
1007,Yago Mendes,26,(82) 21297529,Alagoas,2024-12-07,Console clássico,999.9,3,2999.7
1008,Matheus Garcia,19,(95) 23950135,Roraima,2024-12-05,Máscara,49.9,4,199.6
1009,Hadassa Macedo,31,(96) 76498484,Amapá,2024-12-14,Action Figure,180.5,8,1444.0
1010,Nicole da Rocha,20,(18) 53853235,São Paulo,2024-12-09,Boné,39.9,4,159.6
1011,Rafael Carvalho,42,(92) 30073982,Amazonas,2024-12-05,Jogos para PC,99.9,7,699.3
1012,Ana Cecília da Rocha,20,(52) 67319726,Goiás,2024-12-24,Quadro Decorativo,39.6,2,79.2
1013,Eloah Pacheco,46,(37) 66461988,Minas Gerais,2024-12-26,Acessório para Jogo,89.9,3,269.7
1014,Marcos Vinicius Montenegro,21,(92) 23659470,Amazonas,2024-12-27,Console clássico,999.9,8,7999.2
1015,Davi Lucca Carvalho,22,(35) 72644089,Minas Gerais,2024-12-13,Luminária personalizada,250.1,8,2000.8
1016,Vitor Gabriel Ribeiro,24,(32) 32414549,Minas Gerais,2024-12-20,Coleção de Figurinhas,91.9,6,551.4
1017,Carolina Martins,48,(52) 47660007,Goiás,2024-12-24,Jogo de Pratos e Talheres Temático,19.9,6,119.4
1018,Yago Mendes,25,(15) 48541941,São Paulo,2024-12-29,Funko Pop,80.5,2,161.0
1019,Mariane Ferreira,18,(94) 85216646,Pará,2024-12-17,Peruca,39.9,10,399.0
1020,Lavínia Duarte,46,(89) 42123726,Piauí,2024-12-27,Jogo de Cartas,29.5,2,59.0
1021,Manuela Duarte,35,(61) 48564179,Distrito Federal,2024-12-03,chaveiro,10.75,4,43.0
1022,Mariah Pires,19,(14) 10904551,São Paulo,2024-12-30,Jogos para PC,99.9,5,499.5
1023,Clara Melo,33,(92) 98430719,Amazonas,2024-12-24,Boné,39.9,8,319.2
1024,Nathan Brito,48,(62) 98638129,Goiás,2024-12-21,Graphic Novel,49.9,3,149.7
1025,Maria Laura Borges,49,(68) 80965242,Acre,2024-12-30,Luminária personalizada,250.1,2,500.2
1026,Vinícius Pereira,39,(83) 28351985,Paraíba,2024-12-23,Console clássico,999.9,3,2999.7
1027,Milena Marques,34,(14) 45966526,São Paulo,2024-12-28,Estatueta,350.1,1,350.1
1028,Gael Cirino,26,(13) 34055432,São Paulo,2024-12-02,Luminária personalizada,250.1,10,2501.0
1029,Elisa Rodrigues,20,(77) 76733601,Bahia,2024-12-18,Copo Térmico,39.9,7,279.3
1030,Catarina Vargas,44,(98) 17271295,Maranhão,2024-12-20,Jogo de Pratos e Talheres Temático,19.9,4,79.6
1031,Anthony Oliveira,50,(52) 95665885,Goiás,2024-12-31,Caneca Personalizada,29.9,7,209.3
1032,Dante Porto,21,(48) 95135390,Santa Catarina,2024-12-07,Estatueta,350.1,6,2100.6
1033,Sofia Camargo,41,(44) 61318627,Paraná,2024-12-04,Mouse,39.9,8,319.2
1034,Agatha Monteiro,44,(71) 81842020,Bahia,2024-12-21,Adesivo de Parede,24.9,6,149.4
1035,Olívia Peixoto,50,(63) 56207167,Tocantins,2024-12-19,Acessório para Jogo,89.9,8,719.2
1036,Jade Cassiano,29,(51) 51432868,Mato Grosso,2024-12-25,Luminária personalizada,250.1,10,2501.0
1037,Caio Viana,28,(65) 55825264,Mato Grosso,2024-12-23,Máscara,49.9,3,149.7
1038,Melissa Alves,46,(84) 97948388,Rio Grande do Norte,2024-12-11,Quadrinho,34.9,9,314.1
1039,Rodrigo Freitas,47,(69) 11948848,Acre,2024-12-13,Quadro Decorativo,39.6,7,277.2
1040,Kevin Araújo,21,(52) 92993763,Goiás,2024-12-08,Adesivo de Parede,24.9,1,24.9
1041,Emanuel Lima,48,(15) 69823116,São Paulo,2024-12-07,Adesivo de Parede,24.9,6,149.4
1042,Maria Vitória Silva,25,(64) 47038130,Goiás,2024-12-24,pijama,85.9,10,859.0
1043,Bianca da Rocha,20,(93) 22477409,Pará,2024-12-30,Teclado,49.9,3,149.7
1044,Nina Albuquerque,32,(43) 31331880,Paraná,2024-12-15,Jogos para PC,99.9,2,199.8
1045,José Pedro da Paz,35,(77) 20356782,Bahia,2024-12-03,Jogo de Festa,62.4,5,312.0
1046,Camila Costela,50,(95) 98907714,Roraima,2024-12-30,Mouse,39.9,4,159.6
1047,Lunna Ferreira,18,(33) 87377197,Minas Gerais,2024-12-21,Fantasia,112.5,1,112.5
1048,Sarah da Conceição,23,(64) 70777641,Goiás,2024-12-25,Caneca Personalizada,29.9,10,299.0
1049,Liam Santos,38,(94) 25051798,Pará,2024-12-31,Jogo para Console,109.9,7,769.3
1050,Mateus Siqueira,40,(62) 39083231,Goiás,2024-12-26,Jogo de Estratégia,98.7,1,98.7
1051,Mirella da Paz,28,(52) 73145572,Goiás,2024-12-12,Camisa Temática,44.9,6,269.4
1052,Davi Luiz da Cunha,30,(96) 87684077,Amapá,2024-12-23,Peruca,39.9,7,279.3
1053,Danilo Viana,20,(67) 89770204,Mato Grosso do Sul,2024-12-23,Action Figure,180.5,10,1805.0
1054,Vitor Hugo Abreu,47,(79) 35780408,Sergipe,2024-12-04,Quadrinho,34.9,4,139.6
